"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010586","GO:0010586","miRNA metabolic process","1/218","117/28943",0.587850485672457,0.693338993070736,0.602023180623553,"Egr1",1
"GO:0016241","GO:0016241","regulation of macroautophagy","1/218","117/28943",0.587850485672457,0.693338993070736,0.602023180623553,"Elapor1",1
"GO:0032602","GO:0032602","chemokine production","1/218","117/28943",0.587850485672457,0.693338993070736,0.602023180623553,"Egr1",1
"GO:0032652","GO:0032652","regulation of interleukin-1 production","1/218","117/28943",0.587850485672457,0.693338993070736,0.602023180623553,"Egr1",1
"GO:0038127","GO:0038127","ERBB signaling pathway","1/218","117/28943",0.587850485672457,0.693338993070736,0.602023180623553,"Src",1
"GO:0044070","GO:0044070","regulation of anion transport","1/218","117/28943",0.587850485672457,0.693338993070736,0.602023180623553,"Prkca",1
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","1/218","117/28943",0.587850485672457,0.693338993070736,0.602023180623553,"Cartpt",1
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","1/218","118/28943",0.590967414629767,0.696303281690946,0.604597059319631,"C1qtnf4",1
"GO:0043401","GO:0043401","steroid hormone mediated signaling pathway","1/218","118/28943",0.590967414629767,0.696303281690946,0.604597059319631,"Src",1
"GO:0009165","GO:0009165","nucleotide biosynthetic process","2/218","264/28943",0.593107017830424,0.698467529420515,0.606476266049433,"ND3/Dmac2l",2
"GO:0014020","GO:0014020","primary neural tube formation","1/218","119/28943",0.594060878761968,0.699233901685643,0.607141703697114,"Nog",1
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","1/218","120/28943",0.597131053908717,0.701059206802753,0.608726608055867,"Crhr1",1
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","1/218","120/28943",0.597131053908717,0.701059206802753,0.608726608055867,"Ank1",1
"GO:0015749","GO:0015749","monosaccharide transmembrane transport","1/218","120/28943",0.597131053908717,0.701059206802753,0.608726608055867,"Prkca",1
"GO:0051225","GO:0051225","spindle assembly","1/218","120/28943",0.597131053908717,0.701059206802753,0.608726608055867,"Stag2",1
"GO:0072009","GO:0072009","nephron epithelium development","1/218","120/28943",0.597131053908717,0.701059206802753,0.608726608055867,"Nog",1
"GO:0060541","GO:0060541","respiratory system development","2/218","267/28943",0.599263702876771,0.7032051691438,0.610589937663702,"Fgf9/Nog",2
"GO:0051028","GO:0051028","mRNA transport","1/218","121/28943",0.600178114598025,0.703562454460184,0.610900166923428,"Arc",1
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/218","121/28943",0.600178114598025,0.703562454460184,0.610900166923428,"Fgf9",1
"GO:0005996","GO:0005996","monosaccharide metabolic process","2/218","268/28943",0.601300387838268,0.7045200582747,0.611731650079509,"Npy1r/Src",2
"GO:0007041","GO:0007041","lysosomal transport","1/218","122/28943",0.603202234055995,0.705106737033709,0.612241060650719,"Rnf157",1
"GO:0007498","GO:0007498","mesoderm development","1/218","122/28943",0.603202234055995,0.705106737033709,0.612241060650719,"Nog",1
"GO:0009636","GO:0009636","response to toxic substance","1/218","122/28943",0.603202234055995,0.705106737033709,0.612241060650719,"Gstm5",1
"GO:0021782","GO:0021782","glial cell development","1/218","122/28943",0.603202234055995,0.705106737033709,0.612241060650719,"Pou3f2",1
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","2/218","269/28943",0.603329301649129,0.705106737033709,0.612241060650719,"ND3/Dmac2l",2
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","1/218","123/28943",0.606203584216496,0.70667593167633,0.613603585417405,"Cyp4f15",1
"GO:0006476","GO:0006476","protein deacetylation","1/218","123/28943",0.606203584216496,0.70667593167633,0.613603585417405,"Tbr1",1
"GO:0007052","GO:0007052","mitotic spindle organization","1/218","123/28943",0.606203584216496,0.70667593167633,0.613603585417405,"Stag2",1
"GO:0018210","GO:0018210","peptidyl-threonine modification","1/218","123/28943",0.606203584216496,0.70667593167633,0.613603585417405,"Prkca",1
"GO:0032612","GO:0032612","interleukin-1 production","1/218","123/28943",0.606203584216496,0.70667593167633,0.613603585417405,"Egr1",1
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","1/218","124/28943",0.60918233573075,0.709431422781848,0.615996166155114,"Dxo",1
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","1/218","124/28943",0.60918233573075,0.709431422781848,0.615996166155114,"Rps3a1",1
"GO:0002040","GO:0002040","sprouting angiogenesis","1/218","125/28943",0.612138657976862,0.712514573134521,0.618673251967693,"Nr4a1",1
"GO:0006869","GO:0006869","lipid transport","3/218","419/28943",0.613532701436506,0.713777076255178,0.619769477842541,"Atg9a/Crhr1/Osbp2",3
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","1/218","126/28943",0.615072719069271,0.714438162415495,0.620343496031158,"Atg9a",1
"GO:0051983","GO:0051983","regulation of chromosome segregation","1/218","126/28943",0.615072719069271,0.714438162415495,0.620343496031158,"Chtf18",1
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","1/218","126/28943",0.615072719069271,0.714438162415495,0.620343496031158,"Ccdc22",1
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","2/218","275/28943",0.61533967434746,0.714438162415495,0.620343496031158,"ND3/Dmac2l",2
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","3/218","421/28943",0.616748444181501,0.715713612035575,0.621450963294184,"C1qtnf4/Egr1/Src",3
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","1/218","127/28943",0.617984685868136,0.716427472511452,0.62207080518755,"Prkca",1
"GO:0045807","GO:0045807","positive regulation of endocytosis","1/218","127/28943",0.617984685868136,0.716427472511452,0.62207080518755,"Dcx",1
"GO:0006650","GO:0006650","glycerophospholipid metabolic process","2/218","277/28943",0.619281055331967,0.717569761251053,0.623062649447108,"Pla2g4b/Etnk2",2
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","1/218","128/28943",0.620874723988651,0.717973928943267,0.623413586466378,"Src",1
"GO:0003279","GO:0003279","cardiac septum development","1/218","128/28943",0.620874723988651,0.717973928943267,0.623413586466378,"Nog",1
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","1/218","128/28943",0.620874723988651,0.717973928943267,0.623413586466378,"Ccdc22",1
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","1/218","128/28943",0.620874723988651,0.717973928943267,0.623413586466378,"Cyp4f15",1
"GO:0048193","GO:0048193","Golgi vesicle transport","2/218","278/28943",0.621240122296576,0.718036554177455,0.623467963680194,"Ccdc22/Ank1",2
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","3/218","425/28943",0.623125920471193,0.719487547974167,0.624727855175251,"Akain1/Eml2/Src",3
"GO:0009593","GO:0009593","detection of chemical stimulus","1/218","129/28943",0.623742997810288,0.719487547974167,0.624727855175251,"Syt1",1
"GO:0042752","GO:0042752","regulation of circadian rhythm","1/218","129/28943",0.623742997810288,0.719487547974167,0.624727855175251,"Rorb",1
"GO:0071621","GO:0071621","granulocyte chemotaxis","1/218","129/28943",0.623742997810288,0.719487547974167,0.624727855175251,"Prkca",1
"GO:0007605","GO:0007605","sensory perception of sound","2/218","280/28943",0.625135032017966,0.720732892986231,0.625809182740309,"Gabrb2/Atp2b2",2
"GO:0008380","GO:0008380","RNA splicing","3/218","427/28943",0.626287564687781,0.721688651927685,0.62663906400127,"Coil/Prpf40b/Brdt",3
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","1/218","130/28943",0.626589670485978,0.721688651927685,0.62663906400127,"Src",1
"GO:0072594","GO:0072594","establishment of protein localization to organelle","3/218","428/28943",0.627861595368854,0.722792764728516,0.62759776026207,"Cabp1/Fgf9/Lamp5",3
"GO:0030282","GO:0030282","bone mineralization","1/218","131/28943",0.629414903951222,0.723858516159257,0.628523147514916,"Nell1",1
"GO:0031929","GO:0031929","TOR signaling","1/218","131/28943",0.629414903951222,0.723858516159257,0.628523147514916,"Reln",1
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","1/218","132/28943",0.632218858933127,0.726359017708527,0.63069432194891,"Dab1",1
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","1/218","132/28943",0.632218858933127,0.726359017708527,0.63069432194891,"Cabp1",1
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","3/218","431/28943",0.632556466132525,0.726385150506588,0.630717012941865,"Dxo/Ccdc22/Elapor1",3
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","1/218","133/28943",0.635001694959387,0.727744118366272,0.631896998722887,"Crhr1",1
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","1/218","133/28943",0.635001694959387,0.727744118366272,0.631896998722887,"Prkca",1
"GO:1901216","GO:1901216","positive regulation of neuron death","1/218","133/28943",0.635001694959387,0.727744118366272,0.631896998722887,"Egr1",1
"GO:1990266","GO:1990266","neutrophil migration","1/218","133/28943",0.635001694959387,0.727744118366272,0.631896998722887,"Prkca",1
"GO:0001841","GO:0001841","neural tube formation","1/218","134/28943",0.637763570367191,0.729506089392929,0.633426910371065,"Nog",1
"GO:0010212","GO:0010212","response to ionizing radiation","1/218","134/28943",0.637763570367191,0.729506089392929,0.633426910371065,"Egr1",1
"GO:0014065","GO:0014065","phosphatidylinositol 3-kinase signaling","1/218","134/28943",0.637763570367191,0.729506089392929,0.633426910371065,"Reln",1
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","2/218","287/28943",0.638523955482819,0.729506089392929,0.633426910371065,"Coil/Prpf40b",2
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","2/218","287/28943",0.638523955482819,0.729506089392929,0.633426910371065,"Coil/Prpf40b",2
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","2/218","287/28943",0.638523955482819,0.729506089392929,0.633426910371065,"Coil/Prpf40b",2
"GO:1903706","GO:1903706","regulation of hemopoiesis","3/218","435/28943",0.638752622702088,0.729506089392929,0.633426910371065,"Cartpt/Prkca/Mturn",3
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","3/218","436/28943",0.640290267212768,0.730061368485149,0.633909056750502,"Ccdc22/Reln/Mturn",3
"GO:0035601","GO:0035601","protein deacylation","1/218","135/28943",0.640504642312068,0.730061368485149,0.633909056750502,"Tbr1",1
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","1/218","135/28943",0.640504642312068,0.730061368485149,0.633909056750502,"Egr1",1
"GO:0098732","GO:0098732","macromolecule deacylation","1/218","135/28943",0.640504642312068,0.730061368485149,0.633909056750502,"Tbr1",1
"GO:0035303","GO:0035303","regulation of dephosphorylation","1/218","136/28943",0.64322506677666,0.732582794084762,0.636098399444849,"Src",1
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","3/218","438/28943",0.643351859911456,0.732582794084762,0.636098399444849,"Ankrd9/Hecw1/Fbxo27",3
"GO:0001889","GO:0001889","liver development","1/218","137/28943",0.64592499857944,0.734425318739659,0.637698255452089,"Frzb",1
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","1/218","137/28943",0.64592499857944,0.734425318739659,0.637698255452089,"C1qtnf4",1
"GO:0050852","GO:0050852","T cell receptor signaling pathway","1/218","137/28943",0.64592499857944,0.734425318739659,0.637698255452089,"Cacnb4",1
"GO:0048675","GO:0048675","axon extension","1/218","138/28943",0.648604591383359,0.737108764690349,0.640028279700561,"Dcx",1
"GO:0007266","GO:0007266","Rho protein signal transduction","1/218","139/28943",0.651263997704429,0.739766638455991,0.642336099733877,"Rasgrf2",1
"GO:0002698","GO:0002698","negative regulation of immune effector process","1/218","140/28943",0.653903368920247,0.740940605156685,0.643355449826921,"Atg9a",1
"GO:0006119","GO:0006119","oxidative phosphorylation","1/218","140/28943",0.653903368920247,0.740940605156685,0.643355449826921,"ND3",1
"GO:0030278","GO:0030278","regulation of ossification","1/218","140/28943",0.653903368920247,0.740940605156685,0.643355449826921,"Nell1",1
"GO:0061008","GO:0061008","hepaticobiliary system development","1/218","140/28943",0.653903368920247,0.740940605156685,0.643355449826921,"Frzb",1
"GO:1904892","GO:1904892","regulation of receptor signaling pathway via STAT","1/218","140/28943",0.653903368920247,0.740940605156685,0.643355449826921,"Dab1",1
"GO:0008584","GO:0008584","male gonad development","1/218","141/28943",0.656522855278453,0.742450111336956,0.644666147365787,"Fgf9",1
"GO:0046165","GO:0046165","alcohol biosynthetic process","1/218","141/28943",0.656522855278453,0.742450111336956,0.644666147365787,"Lss",1
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","1/218","141/28943",0.656522855278453,0.742450111336956,0.644666147365787,"Dlx1",1
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","1/218","141/28943",0.656522855278453,0.742450111336956,0.644666147365787,"Dpp6",1
"GO:0045727","GO:0045727","positive regulation of translation","1/218","142/28943",0.659122605905121,0.744295571132215,0.64626855194242,"Rps3a1",1
"GO:0046546","GO:0046546","development of primary male sexual characteristics","1/218","142/28943",0.659122605905121,0.744295571132215,0.64626855194242,"Fgf9",1
"GO:0051224","GO:0051224","negative regulation of protein transport","1/218","142/28943",0.659122605905121,0.744295571132215,0.64626855194242,"Cabp1",1
"GO:0006275","GO:0006275","regulation of DNA replication","1/218","143/28943",0.661702768813099,0.746478380269839,0.648163875460728,"Chtf18",1
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","1/218","143/28943",0.661702768813099,0.746478380269839,0.648163875460728,"Src",1
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","3/218","453/28943",0.665729974463217,0.75028776311023,0.651471545729824,"Prkca/Nog/Camk2n2",3
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","3/218","453/28943",0.665729974463217,0.75028776311023,0.651471545729824,"Prkca/Nog/Camk2n2",3
"GO:0048144","GO:0048144","fibroblast proliferation","1/218","145/28943",0.666804918007801,0.751132297775389,0.652204851443691,"Rps3a1",1
"GO:0002181","GO:0002181","cytoplasmic translation","1/218","146/28943",0.669327194828215,0.753237969984728,0.654033197308392,"Rps3a1",1
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","1/218","146/28943",0.669327194828215,0.753237969984728,0.654033197308392,"Cabp1",1
"GO:0070482","GO:0070482","response to oxygen levels","2/218","305/28943",0.67123114787029,0.754582708269858,0.655200827612776,"Crhr1/Egr1",2
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","1/218","147/28943",0.671830465013563,0.754582708269858,0.655200827612776,"C1qtnf4",1
"GO:0072089","GO:0072089","stem cell proliferation","1/218","147/28943",0.671830465013563,0.754582708269858,0.655200827612776,"Fgf9",1
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","1/218","147/28943",0.671830465013563,0.754582708269858,0.655200827612776,"Esrrg",1
"GO:0098813","GO:0098813","nuclear chromosome segregation","2/218","306/28943",0.672976357088108,0.755501924964606,0.655998979402571,"Mei1/Stag2",2
"GO:0002367","GO:0002367","cytokine production involved in immune response","1/218","148/28943",0.674314871133407,0.75626855017247,0.65666463667931,"Atg9a",1
"GO:0050729","GO:0050729","positive regulation of inflammatory response","1/218","148/28943",0.674314871133407,0.75626855017247,0.65666463667931,"Prkca",1
"GO:0106106","GO:0106106","cold-induced thermogenesis","1/218","149/28943",0.676780554692807,0.758296619561101,0.658425600358075,"Esrrg",1
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","1/218","149/28943",0.676780554692807,0.758296619561101,0.658425600358075,"Grin1",1
"GO:0030218","GO:0030218","erythrocyte differentiation","1/218","150/28943",0.679227656140226,0.760299952797429,0.660165085745218,"Ank1",1
"GO:0046328","GO:0046328","regulation of JNK cascade","1/218","150/28943",0.679227656140226,0.760299952797429,0.660165085745218,"Mturn",1
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","2/218","310/28943",0.679882479376382,0.760663860291616,0.660481065012637,"Prkca/Src",2
"GO:0050921","GO:0050921","positive regulation of chemotaxis","1/218","151/28943",0.681656314875385,0.761540493180394,0.661242241472082,"Prkca",1
"GO:0071453","GO:0071453","cellular response to oxygen levels","1/218","151/28943",0.681656314875385,0.761540493180394,0.661242241472082,"Egr1",1
"GO:0097306","GO:0097306","cellular response to alcohol","1/218","151/28943",0.681656314875385,0.761540493180394,0.661242241472082,"Npas4",1
"GO:0030336","GO:0030336","negative regulation of cell migration","2/218","312/28943",0.68329090150553,0.762755826957968,0.66229751041499,"Dnaja4/Nog",2
"GO:0010508","GO:0010508","positive regulation of autophagy","1/218","152/28943",0.684066669257059,0.762755826957968,0.66229751041499,"Elapor1",1
"GO:0050657","GO:0050657","nucleic acid transport","1/218","152/28943",0.684066669257059,0.762755826957968,0.66229751041499,"Arc",1
"GO:0050658","GO:0050658","RNA transport","1/218","152/28943",0.684066669257059,0.762755826957968,0.66229751041499,"Arc",1
"GO:0007162","GO:0007162","negative regulation of cell adhesion","2/218","313/28943",0.684984001771006,0.7634097063216,0.662865270973926,"Src/Dab1",2
"GO:0006261","GO:0006261","DNA-templated DNA replication","1/218","153/28943",0.686458856610814,0.76381245434219,0.663214975298605,"Chtf18",1
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/218","153/28943",0.686458856610814,0.76381245434219,0.663214975298605,"Crhr1",1
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","1/218","153/28943",0.686458856610814,0.76381245434219,0.663214975298605,"Stag2",1
"GO:0060326","GO:0060326","cell chemotaxis","2/218","314/28943",0.686669714046685,0.76381245434219,0.663214975298605,"Nr4a1/Prkca",2
"GO:0006914","GO:0006914","autophagy","3/218","469/28943",0.688462022993128,0.765068346360861,0.664305460782843,"Atg9a/Elapor1/Map1lc3a",3
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","3/218","469/28943",0.688462022993128,0.765068346360861,0.664305460782843,"Atg9a/Elapor1/Map1lc3a",3
"GO:0046434","GO:0046434","organophosphate catabolic process","1/218","154/28943",0.688833013236686,0.765112066219082,0.664343422542337,"Pla2g4b",1
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","1/218","155/28943",0.691189274416803,0.766253558904164,0.665334575591278,"Nog",1
"GO:0007034","GO:0007034","vacuolar transport","1/218","155/28943",0.691189274416803,0.766253558904164,0.665334575591278,"Rnf157",1
"GO:0051236","GO:0051236","establishment of RNA localization","1/218","155/28943",0.691189274416803,0.766253558904164,0.665334575591278,"Arc",1
"GO:0072073","GO:0072073","kidney epithelium development","1/218","155/28943",0.691189274416803,0.766253558904164,0.665334575591278,"Nog",1
"GO:0008643","GO:0008643","carbohydrate transport","1/218","156/28943",0.693527774422956,0.767371019469429,0.66630486165689,"Prkca",1
"GO:0030216","GO:0030216","keratinocyte differentiation","1/218","156/28943",0.693527774422956,0.767371019469429,0.66630486165689,"Exph5",1
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process","1/218","156/28943",0.693527774422956,0.767371019469429,0.66630486165689,"Src",1
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","1/218","156/28943",0.693527774422956,0.767371019469429,0.66630486165689,"Fbxo27",1
"GO:0032368","GO:0032368","regulation of lipid transport","1/218","157/28943",0.695848646524106,0.769569907733035,0.668214146609161,"Crhr1",1
"GO:0001838","GO:0001838","embryonic epithelial tube formation","1/218","159/28943",0.70043803511777,0.773903518686157,0.671977001829561,"Nog",1
"GO:0008360","GO:0008360","regulation of cell shape","1/218","159/28943",0.70043803511777,0.773903518686157,0.671977001829561,"Arhgap15",1
"GO:0009895","GO:0009895","negative regulation of catabolic process","2/218","324/28943",0.70312381803251,0.77649911354763,0.674230745365884,"Nell1/Ptpn3",2
"GO:2000146","GO:2000146","negative regulation of cell motility","2/218","325/28943",0.704729271854692,0.777037376267618,0.674698116504586,"Dnaja4/Nog",2
"GO:0006865","GO:0006865","amino acid transport","1/218","161/28943",0.704958486574826,0.777037376267618,0.674698116504586,"Cacnb4",1
"GO:0016482","GO:0016482","cytosolic transport","1/218","161/28943",0.704958486574826,0.777037376267618,0.674698116504586,"Src",1
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","1/218","161/28943",0.704958486574826,0.777037376267618,0.674698116504586,"Grin1",1
"GO:2000112","GO:2000112","regulation of cellular macromolecule biosynthetic process","3/218","482/28943",0.706069366743029,0.777890176254139,0.67543859896043,"Necab3/Rps3a1/Prkca",3
"GO:0034101","GO:0034101","erythrocyte homeostasis","1/218","162/28943",0.707193183605147,0.778756407912684,0.676190744077676,"Ank1",1
"GO:0009755","GO:0009755","hormone-mediated signaling pathway","1/218","163/28943",0.709411031698475,0.780182207910193,0.677428759908333,"Src",1
"GO:0097530","GO:0097530","granulocyte migration","1/218","163/28943",0.709411031698475,0.780182207910193,0.677428759908333,"Prkca",1
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","2/218","328/28943",0.709502502035364,0.780182207910193,0.677428759908333,"Chtf18/Src",2
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","1/218","164/28943",0.711612157309654,0.781756784244463,0.678795957574071,"Prkca",1
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","1/218","164/28943",0.711612157309654,0.781756784244463,0.678795957574071,"Src",1
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","1/218","165/28943",0.713796685948818,0.783410539716424,0.680231906134809,"Shroom2",1
"GO:1990845","GO:1990845","adaptive thermogenesis","1/218","165/28943",0.713796685948818,0.783410539716424,0.680231906134809,"Esrrg",1
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","2/218","332/28943",0.715766806531898,0.785199249961526,0.681785035328079,"Prkca/Src",2
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","1/218","167/28943",0.718116449670187,0.786752464524416,0.683133684662224,"Src",1
"GO:0032675","GO:0032675","regulation of interleukin-6 production","1/218","167/28943",0.718116449670187,0.786752464524416,0.683133684662224,"C1qtnf4",1
"GO:0001822","GO:0001822","kidney development","2/218","334/28943",0.718856414487284,0.786752464524416,0.683133684662224,"Egr1/Nog",2
"GO:0007338","GO:0007338","single fertilization","1/218","168/28943",0.720251931112079,0.786752464524416,0.683133684662224,"Dkkl1",1
"GO:0030832","GO:0030832","regulation of actin filament length","1/218","168/28943",0.720251931112079,0.786752464524416,0.683133684662224,"Shroom2",1
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","1/218","168/28943",0.720251931112079,0.786752464524416,0.683133684662224,"Frzb",1
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","1/218","168/28943",0.720251931112079,0.786752464524416,0.683133684662224,"Etnk2",1
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","1/218","168/28943",0.720251931112079,0.786752464524416,0.683133684662224,"Reln",1
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","1/218","168/28943",0.720251931112079,0.786752464524416,0.683133684662224,"Ccdc22",1
"GO:0006457","GO:0006457","protein folding","1/218","169/28943",0.722371308315122,0.78832100675638,0.684495642943623,"Dnaja4",1
"GO:0030041","GO:0030041","actin filament polymerization","1/218","169/28943",0.722371308315122,0.78832100675638,0.684495642943623,"Ttc17",1
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","1/218","170/28943",0.724474702170246,0.78949605002681,0.685515927817407,"Grin1",1
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","1/218","170/28943",0.724474702170246,0.78949605002681,0.685515927817407,"Rps3a1",1
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","1/218","170/28943",0.724474702170246,0.78949605002681,0.685515927817407,"Cacnb4",1
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","1/218","171/28943",0.726562232665046,0.790650505074651,0.686518336028591,"Reln",1
"GO:0051017","GO:0051017","actin filament bundle assembly","1/218","171/28943",0.726562232665046,0.790650505074651,0.686518336028591,"Src",1
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","1/218","171/28943",0.726562232665046,0.790650505074651,0.686518336028591,"Kcnh2",1
"GO:0006399","GO:0006399","tRNA metabolic process","1/218","172/28943",0.728634018890508,0.791411808653674,0.687179372558548,"Pars2",1
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","1/218","172/28943",0.728634018890508,0.791411808653674,0.687179372558548,"Coil",1
"GO:0046661","GO:0046661","male sex differentiation","1/218","172/28943",0.728634018890508,0.791411808653674,0.687179372558548,"Fgf9",1
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","1/218","172/28943",0.728634018890508,0.791411808653674,0.687179372558548,"Src",1
"GO:0051235","GO:0051235","maintenance of location","2/218","341/28943",0.729449139801717,0.791924313187087,0.687624377977792,"Mest/Ccdc22",2
"GO:0001678","GO:0001678","cellular glucose homeostasis","1/218","173/28943",0.730690179047676,0.792153309710051,0.687823214645691,"Cartpt",1
"GO:0035296","GO:0035296","regulation of tube diameter","1/218","173/28943",0.730690179047676,0.792153309710051,0.687823214645691,"Npy1r",1
"GO:0097746","GO:0097746","blood vessel diameter maintenance","1/218","173/28943",0.730690179047676,0.792153309710051,0.687823214645691,"Npy1r",1
"GO:0035150","GO:0035150","regulation of tube size","1/218","174/28943",0.732730830454267,0.793619730449762,0.689096501287111,"Npy1r",1
"GO:0061572","GO:0061572","actin filament bundle organization","1/218","174/28943",0.732730830454267,0.793619730449762,0.689096501287111,"Src",1
"GO:0007265","GO:0007265","Ras protein signal transduction","2/218","344/28943",0.733884796790309,0.794496586670691,0.689857871664876,"Rasgrf2/Src",2
"GO:0042552","GO:0042552","myelination","1/218","175/28943",0.734756089551245,0.795066744181389,0.690352936909262,"Pou3f2",1
"GO:0016571","GO:0016571","histone methylation","1/218","176/28943",0.736766071909345,0.795668243878338,0.690875216435324,"Prmt8",1
"GO:0032635","GO:0032635","interleukin-6 production","1/218","176/28943",0.736766071909345,0.795668243878338,0.690875216435324,"C1qtnf4",1
"GO:0006913","GO:0006913","nucleocytoplasmic transport","2/218","347/28943",0.738258742103926,0.795668243878338,0.690875216435324,"Cabp1/Fgf9",2
"GO:0051169","GO:0051169","nuclear transport","2/218","347/28943",0.738258742103926,0.795668243878338,0.690875216435324,"Cabp1/Fgf9",2
"GO:0006403","GO:0006403","RNA localization","1/218","177/28943",0.738760892235544,0.795668243878338,0.690875216435324,"Arc",1
"GO:0019730","GO:0019730","antimicrobial humoral response","1/218","177/28943",0.738760892235544,0.795668243878338,0.690875216435324,"Wfdc3",1
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","1/218","177/28943",0.738760892235544,0.795668243878338,0.690875216435324,"Zdbf2",1
"GO:0051100","GO:0051100","negative regulation of binding","1/218","177/28943",0.738760892235544,0.795668243878338,0.690875216435324,"Nog",1
"GO:0055088","GO:0055088","lipid homeostasis","1/218","177/28943",0.738760892235544,0.795668243878338,0.690875216435324,"Ccdc22",1
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","1/218","177/28943",0.738760892235544,0.795668243878338,0.690875216435324,"Src",1
"GO:0072001","GO:0072001","renal system development","2/218","348/28943",0.739703100181738,0.796311270237643,0.691433553378612,"Egr1/Nog",2
"GO:0007272","GO:0007272","ensheathment of neurons","1/218","178/28943",0.740740664379487,0.796313472844117,0.69143546589207,"Pou3f2",1
"GO:0008366","GO:0008366","axon ensheathment","1/218","178/28943",0.740740664379487,0.796313472844117,0.69143546589207,"Pou3f2",1
"GO:0043487","GO:0043487","regulation of RNA stability","1/218","178/28943",0.740740664379487,0.796313472844117,0.69143546589207,"Dxo",1
