"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090201","GO:0090201","negative regulation of release of cytochrome c from mitochondria","1/1211","23/28943",0.625975531685779,0.691536282637485,0.379627224759506,"Igf1",1
"GO:0098780","GO:0098780","response to mitochondrial depolarisation","1/1211","23/28943",0.625975531685779,0.691536282637485,0.379627224759506,"Hk2",1
"GO:0099149","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization","1/1211","23/28943",0.625975531685779,0.691536282637485,0.379627224759506,"Ophn1",1
"GO:0099170","GO:0099170","postsynaptic modulation of chemical synaptic transmission","1/1211","23/28943",0.625975531685779,0.691536282637485,0.379627224759506,"Cdh1",1
"GO:0140354","GO:0140354","lipid import into cell","1/1211","23/28943",0.625975531685779,0.691536282637485,0.379627224759506,"Slc2a1",1
"GO:0016570","GO:0016570","histone modification","19/1211","480/28943",0.630807951360256,0.696737396089291,0.382482439033785,"Taf6/Spi1/Myo1c/Dtx3l/H1f2/Rest/Pbxip1/Prdm1/Taf6l/Mta3/Prdm5/Riox2/Pcgf5/Hdac1/Crtc2/Ezh2/Mbd2/Nelfe/Ddx21",19
"GO:0009593","GO:0009593","detection of chemical stimulus","5/1211","129/28943",0.631570954755329,0.697305128638793,0.382794102698562,"Clec7a/Lbp/Rtp4/Trem2/Scarb1",5
"GO:0042752","GO:0042752","regulation of circadian rhythm","5/1211","129/28943",0.631570954755329,0.697305128638793,0.382794102698562,"Cdk1/Top2a/Timeless/Zfhx3/Ezh2",5
"GO:0008038","GO:0008038","neuron recognition","2/1211","51/28943",0.635386743850674,0.701241606366034,0.384955079862654,"Casp6/Nrp1",2
"GO:0021532","GO:0021532","neural tube patterning","2/1211","51/28943",0.635386743850674,0.701241606366034,0.384955079862654,"Gas1/Sox17",2
"GO:0016573","GO:0016573","histone acetylation","7/1211","181/28943",0.63697960280227,0.702722622669985,0.385768101714736,"Taf6/Spi1/Myo1c/Pbxip1/Taf6l/Crtc2/Ddx21",7
"GO:0050770","GO:0050770","regulation of axonogenesis","7/1211","181/28943",0.63697960280227,0.702722622669985,0.385768101714736,"Vim/Fn1/Ccr5/Plxnb2/Nrp1/Sema3d/Trpv2",7
"GO:0071805","GO:0071805","potassium ion transmembrane transport","8/1211","207/28943",0.640163054510772,0.704807127301983,0.38691241579964,"Trem2/Cd63/Slc12a7/Flna/Itgb1/Kcne1l/Cav1/Kcnk13",8
"GO:0001675","GO:0001675","acrosome assembly","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Nectin2",1
"GO:0007635","GO:0007635","chemosensory behavior","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Chd7",1
"GO:0009251","GO:0009251","glucan catabolic process","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Pgm2",1
"GO:0010663","GO:0010663","positive regulation of striated muscle cell apoptotic process","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Igfbp3",1
"GO:0014075","GO:0014075","response to amine","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Edn1",1
"GO:0014850","GO:0014850","response to muscle activity","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Capn3",1
"GO:0018230","GO:0018230","peptidyl-L-cysteine S-palmitoylation","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Zdhhc12",1
"GO:0018231","GO:0018231","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Zdhhc12",1
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Snap23",1
"GO:0035459","GO:0035459","vesicle cargo loading","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Sec24d",1
"GO:0035518","GO:0035518","histone H2A monoubiquitination","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Pcgf5",1
"GO:0040019","GO:0040019","positive regulation of embryonic development","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Osr1",1
"GO:0042438","GO:0042438","melanin biosynthetic process","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Slc7a11",1
"GO:0043173","GO:0043173","nucleotide salvage","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Upp1",1
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Pgm2",1
"GO:0045048","GO:0045048","protein insertion into ER membrane","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Ubl4a",1
"GO:0050961","GO:0050961","detection of temperature stimulus involved in sensory perception","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Cxcr4",1
"GO:0051481","GO:0051481","negative regulation of cytosolic calcium ion concentration","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Il6st",1
"GO:0060457","GO:0060457","negative regulation of digestive system process","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Oxt",1
"GO:0080182","GO:0080182","histone H3-K4 trimethylation","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"H1f2",1
"GO:0099625","GO:0099625","ventricular cardiac muscle cell membrane repolarization","1/1211","24/28943",0.641637482969615,0.704807127301983,0.38691241579964,"Kcne1l",1
"GO:0033143","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","3/1211","79/28943",0.64760831122464,0.711086875351737,0.390359759611051,"Dab2/Hdac1/Igf1",3
"GO:0070988","GO:0070988","demethylation","3/1211","79/28943",0.64760831122464,0.711086875351737,0.390359759611051,"Apobec1/Apobec3/Riox2",3
"GO:0006473","GO:0006473","protein acetylation","9/1211","234/28943",0.648482533455182,0.711907226554777,0.390810101347786,"Taf6/Spi1/Myo1c/Nupr1/Pbxip1/Sox4/Taf6l/Crtc2/Ddx21",9
"GO:0007339","GO:0007339","binding of sperm to zona pellucida","2/1211","53/28943",0.656231736711017,0.716373924821639,0.393262149504131,"B4galt1/Spa17",2
"GO:0032941","GO:0032941","secretion by tissue","2/1211","53/28943",0.656231736711017,0.716373924821639,0.393262149504131,"Enpp1/Aqp4",2
"GO:0032968","GO:0032968","positive regulation of transcription elongation by RNA polymerase II","2/1211","53/28943",0.656231736711017,0.716373924821639,0.393262149504131,"Dab2/Ikzf1",2
"GO:0033120","GO:0033120","positive regulation of RNA splicing","2/1211","53/28943",0.656231736711017,0.716373924821639,0.393262149504131,"Rbm3/Prdx6",2
"GO:0051954","GO:0051954","positive regulation of amine transport","2/1211","53/28943",0.656231736711017,0.716373924821639,0.393262149504131,"Oxt/Itgb1",2
"GO:0097720","GO:0097720","calcineurin-mediated signaling","2/1211","53/28943",0.656231736711017,0.716373924821639,0.393262149504131,"Homer3/Igf1",2
"GO:0099054","GO:0099054","presynapse assembly","2/1211","53/28943",0.656231736711017,0.716373924821639,0.393262149504131,"Gpc4/Efnb1",2
"GO:0000027","GO:0000027","ribosomal large subunit assembly","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Rplp0",1
"GO:0001829","GO:0001829","trophectodermal cell differentiation","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Cdh1",1
"GO:0006063","GO:0006063","uronic acid metabolic process","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Ugt1a8",1
"GO:0007202","GO:0007202","activation of phospholipase C activity","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Cd86",1
"GO:0007620","GO:0007620","copulation","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Oxt",1
"GO:0009125","GO:0009125","nucleoside monophosphate catabolic process","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Upp1",1
"GO:0010866","GO:0010866","regulation of triglyceride biosynthetic process","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Scarb1",1
"GO:0014048","GO:0014048","regulation of glutamate secretion","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Il1b",1
"GO:0018904","GO:0018904","ether metabolic process","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Pla2g4a",1
"GO:0019585","GO:0019585","glucuronate metabolic process","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Ugt1a8",1
"GO:0021544","GO:0021544","subpallium development","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Slc7a11",1
"GO:0032288","GO:0032288","myelin assembly","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Cd9",1
"GO:0035357","GO:0035357","peroxisome proliferator activated receptor signaling pathway","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Fabp5",1
"GO:0042069","GO:0042069","regulation of catecholamine metabolic process","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Itgam",1
"GO:0042538","GO:0042538","hyperosmotic salinity response","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Trip10",1
"GO:0046628","GO:0046628","positive regulation of insulin receptor signaling pathway","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Gnai2",1
"GO:0051457","GO:0051457","maintenance of protein location in nucleus","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Sp100",1
"GO:0051590","GO:0051590","positive regulation of neurotransmitter transport","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Itgb1",1
"GO:0060216","GO:0060216","definitive hemopoiesis","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Runx1",1
"GO:0071577","GO:0071577","zinc ion transmembrane transport","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Slc39a1",1
"GO:0090189","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Sall1",1
"GO:0098743","GO:0098743","cell aggregation","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Ccn2",1
"GO:0099500","GO:0099500","vesicle fusion to plasma membrane","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Snap23",1
"GO:2000311","GO:2000311","regulation of AMPA receptor activity","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Cacng5",1
"GO:2000757","GO:2000757","negative regulation of peptidyl-lysine acetylation","1/1211","25/28943",0.656644122484252,0.716373924821639,0.393262149504131,"Spi1",1
"GO:0035195","GO:0035195","miRNA-mediated gene silencing","5/1211","133/28943",0.658168056323126,0.717896647218273,0.39409806642133,"Ripk1/Zfp36/Limd1/Stat3/Nfkb1",5
"GO:0022900","GO:0022900","electron transport chain","4/1211","107/28943",0.659635849238295,0.719357552878444,0.39490004829174,"Cdk1/Ccnb1/Sdhd/Gpd1",4
"GO:0061647","GO:0061647","histone H3-K9 modification","2/1211","54/28943",0.66629138963656,0.726474221015062,0.398806829529501,"Prdm5/Crtc2",2
"GO:0016358","GO:0016358","dendrite development","12/1211","315/28943",0.670616884730625,0.728654317253872,0.40000361978567,"Cdc20/Grn/Fcgr2b/Fas/Lst1/Itgb1/Id1/Pdlim5/Nrp1/Bmp7/Iqgap1/Ezh2",12
"GO:0003084","GO:0003084","positive regulation of systemic arterial blood pressure","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Nr2f2",1
"GO:0006582","GO:0006582","melanin metabolic process","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Slc7a11",1
"GO:0006817","GO:0006817","phosphate ion transport","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Cebpb",1
"GO:0006883","GO:0006883","cellular sodium ion homeostasis","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Spp1",1
"GO:0008211","GO:0008211","glucocorticoid metabolic process","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Rest",1
"GO:0010996","GO:0010996","response to auditory stimulus","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Mdk",1
"GO:0016082","GO:0016082","synaptic vesicle priming","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Snap23",1
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Ciao2a",1
"GO:0018195","GO:0018195","peptidyl-arginine modification","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Prdm1",1
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Ciao2a",1
"GO:0035020","GO:0035020","regulation of Rac protein signal transduction","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Dock2",1
"GO:0044550","GO:0044550","secondary metabolite biosynthetic process","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Slc7a11",1
"GO:0045684","GO:0045684","positive regulation of epidermis development","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Foxc1",1
"GO:0060065","GO:0060065","uterus development","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Cdh1",1
"GO:0070129","GO:0070129","regulation of mitochondrial translation","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Shmt2",1
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Bax",1
"GO:0097164","GO:0097164","ammonium ion metabolic process","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Gch1",1
"GO:0099010","GO:0099010","modification of postsynaptic structure","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Pfn1",1
"GO:1902473","GO:1902473","regulation of protein localization to synapse","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Gpc4",1
"GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","1/1211","26/28943",0.671022847419295,0.728654317253872,0.40000361978567,"Tspo",1
"GO:0043279","GO:0043279","response to alkaloid","3/1211","82/28943",0.672397284772444,0.73000527079094,0.400745242105326,"Tgm2/Spidr/Casp6",3
"GO:0031123","GO:0031123","RNA 3'-end processing","4/1211","109/28943",0.673832658584754,0.731280124149042,0.401445088309297,"Ccnb1/Zfp36l1/Pnpt1/Nelfe",4
"GO:2001252","GO:2001252","positive regulation of chromosome organization","4/1211","109/28943",0.673832658584754,0.731280124149042,0.401445088309297,"Smc4/Sgo2a/Cdk2/Smc2",4
"GO:0016574","GO:0016574","histone ubiquitination","2/1211","55/28943",0.676111909179396,0.733327421245894,0.402568976866773,"Dtx3l/Pcgf5",2
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","2/1211","55/28943",0.676111909179396,0.733327421245894,0.402568976866773,"Cav1/Slc35g1",2
"GO:1902476","GO:1902476","chloride transmembrane transport","2/1211","55/28943",0.676111909179396,0.733327421245894,0.402568976866773,"Slc12a7/Ano6",2
"GO:0050773","GO:0050773","regulation of dendrite development","5/1211","137/28943",0.683496647596611,0.7395997490268,0.406012247231656,"Cdc20/Id1/Bmp7/Iqgap1/Ezh2",5
"GO:0009259","GO:0009259","ribonucleotide metabolic process","17/1211","445/28943",0.683938809769618,0.7395997490268,0.406012247231656,"Enpp1/Tspo/Cfh/Hk2/Trem2/Upp1/Nupr1/Acot1/Ier3/Stat3/Sdhd/Gpd1/Pank4/Nme4/Gnai3/Rnaseh2b/Igf1",17
"GO:0003338","GO:0003338","metanephros morphogenesis","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Sall1",1
"GO:0010165","GO:0010165","response to X-ray","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Anxa1",1
"GO:0010839","GO:0010839","negative regulation of keratinocyte proliferation","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Ctsl",1
"GO:0014821","GO:0014821","phasic smooth muscle contraction","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Edn1",1
"GO:0019068","GO:0019068","virion assembly","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Rab43",1
"GO:0032528","GO:0032528","microvillus organization","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Podxl",1
"GO:0034368","GO:0034368","protein-lipid complex remodeling","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Scarb1",1
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Scarb1",1
"GO:0042753","GO:0042753","positive regulation of circadian rhythm","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Timeless",1
"GO:0045324","GO:0045324","late endosome to vacuole transport","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Leprot",1
"GO:0045838","GO:0045838","positive regulation of membrane potential","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Gimap5",1
"GO:0046473","GO:0046473","phosphatidic acid metabolic process","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Abhd5",1
"GO:0051307","GO:0051307","meiotic chromosome separation","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Top2a",1
"GO:0051571","GO:0051571","positive regulation of histone H3-K4 methylation","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Nelfe",1
"GO:0051654","GO:0051654","establishment of mitochondrion localization","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Nectin2",1
"GO:0060716","GO:0060716","labyrinthine layer blood vessel development","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Ccn1",1
"GO:0070193","GO:0070193","synaptonemal complex organization","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Plk1",1
"GO:0071549","GO:0071549","cellular response to dexamethasone stimulus","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Eif4ebp1",1
"GO:1901018","GO:1901018","positive regulation of potassium ion transmembrane transporter activity","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Trem2",1
"GO:1901984","GO:1901984","negative regulation of protein acetylation","1/1211","27/28943",0.684799910454023,0.7395997490268,0.406012247231656,"Spi1",1
"GO:0021517","GO:0021517","ventral spinal cord development","2/1211","56/28943",0.685695677669348,0.740281705980343,0.406386615767594,"Sox4/Nkx2-2",2
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","2/1211","56/28943",0.685695677669348,0.740281705980343,0.406386615767594,"Snap23/Gpc4",2
"GO:0007281","GO:0007281","germ cell development","15/1211","395/28943",0.685995924321342,0.740463128179579,0.406486209682961,"Cxcr4/Hmgb2/Aurka/Ccnb1/Hexb/Fbxo5/Mdk/Nectin2/Paqr5/Prdm1/Edn1/Jam2/Bax/Igf1/Rara",15
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","4/1211","111/28943",0.68761400260624,0.741780822148989,0.407209573759798,"Dab2/Calcoco1/Hdac1/Igf1",4
"GO:0099175","GO:0099175","regulation of postsynapse organization","4/1211","111/28943",0.68761400260624,0.741780822148989,0.407209573759798,"Srgn/Fcgr2b/Nrp2/Pdlim5",4
"GO:0106027","GO:0106027","neuron projection organization","4/1211","111/28943",0.68761400260624,0.741780822148989,0.407209573759798,"Trem2/Fcgr2b/Lgmn/Pdlim5",4
"GO:0000422","GO:0000422","autophagy of mitochondrion","3/1211","84/28943",0.688196760511691,0.742123614868306,0.407397753978204,"Tspo/Hk2/Cdkn2a",3
"GO:0061726","GO:0061726","mitochondrion disassembly","3/1211","84/28943",0.688196760511691,0.742123614868306,0.407397753978204,"Tspo/Hk2/Cdkn2a",3
"GO:0006475","GO:0006475","internal protein amino acid acetylation","7/1211","191/28943",0.691620802785911,0.745528890762873,0.409267121457325,"Taf6/Spi1/Myo1c/Pbxip1/Taf6l/Crtc2/Ddx21",7
"GO:0018393","GO:0018393","internal peptidyl-lysine acetylation","7/1211","191/28943",0.691620802785911,0.745528890762873,0.409267121457325,"Taf6/Spi1/Myo1c/Pbxip1/Taf6l/Crtc2/Ddx21",7
"GO:0001895","GO:0001895","retina homeostasis","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Dram2/Vstm4",2
"GO:0006695","GO:0006695","cholesterol biosynthetic process","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Lbr/Cyb5r3",2
"GO:0021587","GO:0021587","cerebellum morphogenesis","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Ophn1/Gas1",2
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Htra3/Cav1",2
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Dab2/Rnf213",2
"GO:0045010","GO:0045010","actin nucleation","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Arpc1b/Gsn",2
"GO:0062237","GO:0062237","protein localization to postsynapse","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Snap23/Gpc4",2
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Lbr/Cyb5r3",2
"GO:1903170","GO:1903170","negative regulation of calcium ion transmembrane transport","2/1211","57/28943",0.695045296704544,0.747924823600798,0.410582397830826,"Dysf/Cav1",2
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","3/1211","85/28943",0.695879232980592,0.748659635894596,0.410985781946478,"Cacng5/Ophn1/Ptgs2",3
"GO:0000272","GO:0000272","polysaccharide catabolic process","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Pgm2",1
"GO:0003299","GO:0003299","muscle hypertrophy in response to stress","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Ezh2",1
"GO:0006882","GO:0006882","cellular zinc ion homeostasis","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Mt2",1
"GO:0007530","GO:0007530","sex determination","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Sox3",1
"GO:0014898","GO:0014898","cardiac muscle hypertrophy in response to stress","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Ezh2",1
"GO:0016048","GO:0016048","detection of temperature stimulus","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Cxcr4",1
"GO:0021801","GO:0021801","cerebral cortex radial glia-guided migration","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Lamb1",1
"GO:0022030","GO:0022030","telencephalon glial cell migration","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Lamb1",1
"GO:0031365","GO:0031365","N-terminal protein amino acid modification","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Sox4",1
"GO:0031670","GO:0031670","cellular response to nutrient","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Fes",1
"GO:0042430","GO:0042430","indole-containing compound metabolic process","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Gch1",1
"GO:0070199","GO:0070199","establishment of protein localization to chromosome","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Spidr",1
"GO:0090103","GO:0090103","cochlea morphogenesis","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Tbx18",1
"GO:0097186","GO:0097186","amelogenesis","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Tcirg1",1
"GO:0098698","GO:0098698","postsynaptic specialization assembly","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Zdhhc12",1
"GO:2000310","GO:2000310","regulation of NMDA receptor activity","1/1211","28/28943",0.69800046753108,0.748659635894596,0.410985781946478,"Ifngr1",1
"GO:0007030","GO:0007030","Golgi organization","5/1211","140/28943",0.701643634436045,0.752423127795575,0.413051796444408,"Cdk1/Rab29/Tmed3/Tmed10/Rab43",5
"GO:0006397","GO:0006397","mRNA processing","18/1211","476/28943",0.703243628181945,0.75399455617287,0.413914451100077,"Lgals3/Apobec1/Cwc22/U2af1l4/Ccnb1/Zfp36l1/Rest/Rbm3/Pabpc1/Alyref/Ptbp3/Ybx1/Pnpt1/Hnrnpf/Ddx39a/Nelfe/Prdx6/Rbm38",18
"GO:0006094","GO:0006094","gluconeogenesis","3/1211","86/28943",0.703417486731627,0.754036620705041,0.413937542934894,"Soga1/Gpd1/Crtc2",3
"GO:0021543","GO:0021543","pallium development","6/1211","167/28943",0.70386488480447,0.754371836928786,0.414121563944218,"Tacc3/Mdk/Nde1/Lamb1/Bax/Hdac1",6
"GO:0031279","GO:0031279","regulation of cyclase activity","2/1211","58/28943",0.704163564664379,0.75440323750673,0.4141388016721,"Orai1/Nos3",2
"GO:0044058","GO:0044058","regulation of digestive system process","2/1211","58/28943",0.704163564664379,0.75440323750673,0.4141388016721,"Oxt/Abcb1a",2
"GO:0031047","GO:0031047","gene silencing by RNA","7/1211","194/28943",0.706931238782274,0.757078751131838,0.415607557307642,"Ripk1/Zfp36/Rbm3/Limd1/Pabpc1/Stat3/Nfkb1",7
"GO:0050905","GO:0050905","neuromuscular process","7/1211","194/28943",0.706931238782274,0.757078751131838,0.415607557307642,"Fabp7/Cfh/Hexb/Gch1/Rcsd1/Rest/Hexa",7
"GO:0035194","GO:0035194","post-transcriptional gene silencing by RNA","5/1211","141/28943",0.707529460855296,0.757574557493885,0.415879736219968,"Ripk1/Zfp36/Limd1/Stat3/Nfkb1",5
"GO:0008380","GO:0008380","RNA splicing","16/1211","427/28943",0.709352045609856,0.758594042499365,0.416439394871338,"Lgals3/Cwc22/U2af1l4/Ahnak/Rest/Rbm3/Taf6l/Pabpc1/Alyref/Ptbp3/Ybx1/Rps26/Hnrnpf/Ddx39a/Prdx6/Rbm38",16
"GO:0007274","GO:0007274","neuromuscular synaptic transmission","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Cd24a",1
"GO:0010528","GO:0010528","regulation of transposition","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Apobec3",1
"GO:0010529","GO:0010529","negative regulation of transposition","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Apobec3",1
"GO:0014887","GO:0014887","cardiac muscle adaptation","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Ezh2",1
"GO:0016577","GO:0016577","histone demethylation","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Riox2",1
"GO:0021895","GO:0021895","cerebral cortex neuron differentiation","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Ophn1",1
"GO:0032891","GO:0032891","negative regulation of organic acid transport","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Il1b",1
"GO:0034367","GO:0034367","protein-containing complex remodeling","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Scarb1",1
"GO:0042133","GO:0042133","neurotransmitter metabolic process","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Moxd1",1
"GO:0046471","GO:0046471","phosphatidylglycerol metabolic process","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Pla2g4a",1
"GO:0055069","GO:0055069","zinc ion homeostasis","1/1211","29/28943",0.710648623637594,0.758594042499365,0.416439394871338,"Mt2",1
